Restaurant,Address,Latitude,Longitude,Cusines,Photo_reference,Google_map_link
Grissini,"G/F Grand Copthorne Waterfront Hotel, 392 Havelock Rd, Singapore 169663",1.2903,103.835175,"Italian, Vegetarian Friendly",ATtYBwJjN4GFRgdDu5rMae8WF2_Oa8cE7nm9TRg61U9fECiI29HFLYEzFwCQV_RkkNSCh7fOvULqD6PGKIqXVMYL32djNoRVZL7BLBmMaEVaP2PBfqqNUQ7_ENmiWML69NlzpzaxatSAXHXWYbnfVAvXxpRoAxj_lKoCGRBPh5nmIQr8OU8v,https://www.google.com/maps/search/?api=1&query=Grissini
Group Therapy Coffee (Cross Street Exchange),"181 South Bridge Road #01-05 & #K1-04, Singapore 058743",1.2838372,103.8470596,"American, Australian, All-Day Breakfast, Vegetarian Friendly",ATtYBwIMw6pTP9uDhKUr66eu6tP0szrqnwn7JOGpQGjFjS2Y5h7SpTg3BsY65u_Rrxz0oBlqDPof18qyJChLxDVlNQipDAZly-YxLaw1FJSPF7YwEtPSqsWpPiHWjCml0dQu2-FE-7jpjPhTnefH005puMMzaci3i7-rCdEUB_k2SCbwGGre,https://www.google.com/maps/search/?api=1&query=Group+Therapy+Coffee+%28Cross+Street+Exchange%29
The Grumpy Bear @ Ang Mo Kio,"216 Ang Mo Kio Ave 4, #01-03 Kebun Baru Community Club, Singapore 569897",1.3730833,103.8373929,"American, All-Day Breakfast, Burgers",ATtYBwIZIxFHTKQrriEVJgGZZHG944Q7nDTHrpFkOSftGPZ8oHtg2rDD7AFEvLYW30gPIt9lZ3-_s9yONMDqHIQw__JbcqTFsGbncVUo6twZ06_rJTkL9fT182afBiNd8jhsTiAoPZegbFQyiC1qaPCuKh3XAkYPJtI3mx2ksisDrlpPXI06,https://www.google.com/maps/search/?api=1&query=The+Grumpy+Bear+%40+Ang+Mo+Kio
The Grumpy Bear @ Bukit Timah,"#02-01B Bukit Timah Plaza, 1 Jln Anak Bukit, Singapore 588996",1.3386346,103.7785322,"American, Local, Cafe",ATtYBwJYSMm4rZmASZ2zV_2IPBmGou_HIDUWEdBdSs6AY4hsY1VG1VEB-RwRlQo0xiaF0t39WOjRGzgqwl6avZPrVMllWV-ke_f3rOwQg6SEo0GAw5oSgwE3sivQoGLaCxxSOqWu6y4PYZugy7-OzMyebklKcEtAWbo2civSV66KKTn4eYOJ,https://www.google.com/maps/search/?api=1&query=The+Grumpy+Bear+%40+Bukit+Timah
The Grumpy Bear @ Safra Jurong,"301 Upper Thomson Rd, #02-10, Singapore 574408",1.3548791,103.8308643,"Cafe, Dessert Only",ATtYBwLSmejghF4yRWJm0msJkh7IShpYxB-uAolXZ-rpsYx8Fw3wcchrKrXBB_1i3HCBn74GtygyWAj-if3nmPusOmD6f9Gg9dAM2HXxuqZfC3j8jq-krgv2ad4OivarAqneMsBBTn0CUGJjkmH2PoGXKceCtkwZ8etrVUCRn9dS8noWlKXW,https://www.google.com/maps/search/?api=1&query=The+Grumpy+Bear+%40+Safra+Jurong
The Grumpy Bear @ Thomson,"301 Upper Thomson Rd, #02-10, Singapore 574408",1.3548791,103.8308643,"Fusion, Seafood, Steakhouse, Vegetarian Friendly, Local, Cafe",ATtYBwKs7rvUlawM2arDm6JllmD_2ZWxCFM6X4YoFtPkZEZXGgjmDjzNwcpVgH21Q3spZnnwzcUwRfBkuZCjk5Eplu-YYen1i0chGSZOdBAHgmys3YorfwhxL7ZwDnZ7nAnd5oNZv5tvjQxzfZ_uapLhWegAYbSmhakC-a6NivrdmgqPTr1l,https://www.google.com/maps/search/?api=1&query=The+Grumpy+Bear+%40+Thomson
Gu Ma Jia,"45 Tai Thong Cres, Sennett Estate, Singapore 347866",1.3284529,103.8699639,"Chinese, Seafood, Local, Zi Char",ATtYBwJ0AuNoorLnVYToxqQin3BVKC4MCfw4HFruXMARLF_SmivPD2KRD4GO3sNtGJ4oMWb1iuUJXu6_lobxdgxLEh4KZOrYiQqkFz7v2c_zgsSBC2a2LlHjqoOTVvcUOmt0NbcTNwr5g0ofekTZ1y-S5HXCqdeMEaeiyLpeHSAQQ4heSOOo,https://www.google.com/maps/search/?api=1&query=Gu+Ma+Jia
Guccio Ristorante,"20 Gemmill Ln, Singapore 069256",1.2822404,103.8471065,Italian,ATtYBwICkfSB4Eaj6f4N79UDkOoHR-RyXk0tv2bdJxlmZd2vA5JZK653FPKYu9czgl0p7JHzthh_4SixMf0-I2uTkcJPk7mxkeTeZIQjFuTWtzydc_0ohTftiwTX-Wh8esNKQQ-fZ3IIXGmjqq02SOi5mcfRpbLApOZyZQbJnrDxgAVBJ-f2,https://www.google.com/maps/search/?api=1&query=Guccio+Ristorante
The Guild,"55 Keong Saik Rd., #01-01, Singapore 089158",1.2805431,103.8414802,"Bar, Modern European",ATtYBwLO9jmkldJWmfjQfnQp7TTkfLDinWYxAliJdS3nz8mt_vzrWEpo_ZX7LNYjDtZYvAaOEC3mXAnjcv53IQbyfz6BTXANDZd6-3ZCv6BngAieVzlMrqfAldpTR--3VOMcBPg2fuwQ5qWj5-n4veX7gfHTNwwIbrFFoUxzwmGJOQ1RogYR,https://www.google.com/maps/search/?api=1&query=The+Guild
Gunther's,"36 Purvis St, #01-03, Singapore 188613",1.2966208,103.8549145,French,ATtYBwKVXD7asV1uwCnewiYCkIm-ZgsdULPx3Fiwpu8C6XHWvUwPXC5uQnUZvV6BsQ_MAugOfVpdWp9rcSa4nJUF4BCcOYT5Z7_tctOECkyDJkUHrT63pJmJOa08np9_48OhE1U2qc_k_crt2l4YD-HSrYogRBiffOy4UwxZUdn1yCs7tH1_,https://www.google.com/maps/search/?api=1&query=Gunther%27s
Gustoso Ristorante Italiano,"26 Jln Selaseh, Singapore 808445",1.3854938,103.872871,Italian,ATtYBwLLUBsV_7Vey0MC6TQsMiUWRDRl43b-ejkT_OX6tVbn9yDWZsdKAK0Pt2_KU0D5M4JRV1SUsrcCp3s_OaFvOvSGHgzPS02z0_ZIcpREhT_qXaz-blXzXe5Lu77viIOjh1w9z1VUZP4b_l9K3hfd5whl6yG9Fks_p63YU9sa2927irtg,https://www.google.com/maps/search/?api=1&query=Gustoso+Ristorante+Italiano
The Gyu Bar,"30, #01-08 Stevens Rd, Singapore 257840",1.3138883,103.8283395,Japanese,ATtYBwKfKQJ2BzyLZ5n86x2VP66nhx6srW7pby8_byg2mOUfErNySugHtKYWFDHDFaBfRERzuu6GJWB4592Mn5gMmgU7uwkLZ6F0ZXgW9-RAiI43FThfzD1vkMGlUXrGzoiKgCTgDrx3PiUuLS4tb5WkY9ndgU3vWMiqsOScEHkKO0LJAmzu,https://www.google.com/maps/search/?api=1&query=The+Gyu+Bar
Gyu-Kaku (CHIJMES),"30 Victoria St, #01-01 Chijmes, Singapore 187996",1.2957917,103.8519869,"Buffet, Japanese, BBQ",ATtYBwJeI9-tyF6ARSDEqm59A3vYE1PnW3EhAJXily_UZ19oLnYNJZs1yLkYXo1yo9zMpuDHY2l1lCGuKVYbejHQp1hYnT8bnf0qGoTICcibWqjVCwNWfRVj_wOLAOFEcqcWF3vy5quOBl3WZiPzyleAW00-KGx6u3Td7CAOTj04kQvf8v9N,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku+%28CHIJMES%29
Gyu-Kaku (City Square Mall),"180 Kitchener Road #05 - 05 City Square Mall, Singapore 208539",1.311663,103.8570643,"Buffet, Japanese, BBQ",ATtYBwImRZrQyNBMuWnFS2X4VTmkZ4LQZYFwsvwhdlOcDiQolcyb-GtPZon2OL3UGecbvJSkPfpu4Vc_APkYMYntQqsAx1MjOluA3OVoI8rrEkBONp_ko1DXze2oXJcf7brF3DWTTNDQU5MkYyiF_4upFj7qT4xfWAmtq0mTfmCQP5n5Tlz5,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku+%28City+Square+Mall%29
Gyu-Kaku (KINEX),"11 Tanjong Katong Rd, #01-14, Kinex 437157",1.3149868,103.8946433,"Buffet, Japanese, BBQ",ATtYBwKyLCIJqCNLHwtb5K2-ZCWj5_1jhTcfww8LI1HJG7zDD9MHhFa3zkvr_Slu7LIUReiGBZocJu0geyhBMK1Q0N9tSgZge0pmHZGIoY7BMT3N7OTPGZdv07vKHmZgBWnpIkYOC_Jo4c1kX45uTNDY8dBEqwuVqrJYuJakjQrpiRtYvYft,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku+%28KINEX%29
Gyu-Kaku (Marina Square),"6 Raffles Blvd, #02-106 Marina Square, Singapore 039594",1.2921258,103.8566615,"Buffet, Japanese, BBQ",ATtYBwKen-ihO4qQYXJ5qHvxDRoSBbzYT6T2FGUwcb8CbOz1iFxdOFmsuTGxxiPJbQCypxyWzGnxmjjJU5aWTmmVgwRORy_RaCFWIOlbMQfCWYvP9WOMER3ckJD6thjM2-SNrEdWTa4i99outfL-aIRqkyg8fJhBJFAXmmFplx2VVYDzHiGF,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku+%28Marina+Square%29
Gyu-Kaku (Novena Square),"238 Thomson Rd, #02 - 46 Novena Square, Singapore 307683",1.3199572,103.8439076,"Buffet, Japanese, BBQ",ATtYBwIw_nMo1qm6KfclpL-JAjXOUExjWf_Of1m93WeiGbGv8a85cPozbAPYq5ppZrjfniv7U5kw3ReUnusMGaKjrdWxxTiHe75ZT9js38bOt2cBJAul7hGmZAHgx-_zHIdca2sRO7GWn_euBiLezsyLmmXpH0xMb61075s7Thlf_q1YKgBB,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku+%28Novena+Square%29
Gyu-Kaku (The Centrepoint),"176 Orchard Rd, #02-53/54 The Centre Point, Singapore 238843",1.3021393,103.8396031,"Buffet, Japanese, BBQ",ATtYBwLPrZfZ0nJ17t-wgrV0s1ZfHG_P_5TnV8BWvx_4X9duI8-DXwDkPZhZMZS14f8RXo26OsgKOIEgpkM0AOKUa2YVTcG2O8nHjOTY7_fO-O1zhbI2RzoiwK_UBE6SHgFDG1g43e-ZPoa8c4a_XtYwpB48kVKw0NpBKMnlQ2O09Qvm93s,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku+%28The+Centrepoint%29
Gyu-Kaku (The Star Vista),"1 Vista Exchange Green, #02-17 The Star Vista, Singapore 138617",1.3068145,103.7888443,"Buffet, Japanese, BBQ",ATtYBwLLeSqBC3jtLcaXFYgeDjv5zoZr-QXTHrss75YTywtvCNoA8OsH9dRBUbT9qSYYpnpBZxd5pnYWRWSfiMpTmg9zgOp9p_VhA7HRheBfVBMHCaqxdLpfoSbXG1K71Oxrb2kXNR8eHlsseiEmsNkEMabuGss1FDxt3vt5eE1PNLWCn9Zj,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku+%28The+Star+Vista%29
Gyu-Kaku (UE Square),"81A Clemenceau Avenue, #01-18/19 UE Square, Singapore 239918",1.2921277,103.842538,"Buffet, Japanese, BBQ",ATtYBwLVehNGXnGrMtxAR1UaQ6wrqKBLeGyUwSqtwzQLKi0_GtlUKq7wqY3MvVISfg2iDVxiUXe432584m1_lG0OL1woIos5O6vaL71K6NbjIBozBWU7PP9m2_ax0nrv15jXi_Exlzd0GAswPKTO0uBHjsACx-0aNG1aeZ1qAG3h0EYZNTOZ,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku+%28UE+Square%29
Gyu-Kaku (Waterway Point),"83 Punggol Central, Singapore 828761",1.40669,103.9021738,"Buffet, Japanese, BBQ",ATtYBwKM-XKvJ5Oae68hTxqpe55_xOyiTaPKe5eHLb0HMLn0dw_4OxbWbn97srUjxebpxVcciMXBYaO_lW-67dfgs2peAF1S25FMYngmnQU2luFdumZP5b3bVZb6PpYxuIYa3aWsV6ESJo6kFoIAnGX_n-VFBkeohPAEVxbWJ9mUuLgT319L,https://www.google.com/maps/search/?api=1&query=Gyu-Kaku+%28Waterway+Point%29
割烹 旬水 Kappo Shunsui,"5 Koek Rd, #04-02 Cuppage Plaza, Singapore 228796",1.301932,103.840729,Japanese,ATtYBwLjbcTv7R8OahEWYPBRMWbNSTctE4Vyg__3dFqOR-QjHPYdpUtvFcQ3CwMIDyamJHfVBHfUQ_9xchRsT-gn2CVFujvrZq4FsjZFt-_aPb6JsbFBz8qWXTZS7dnIKfTphEr6beujBAdgE-hTFXJwPtC_qqpfq7DJCPLfyGj_wnPj8Lk3,https://www.google.com/maps/search/?api=1&query=%E5%89%B2%E7%83%B9+%E6%97%AC%E6%B0%B4+Kappo+Shunsui
Habitat Coffee,"223 Upper Thomson Rd, Singapore 574355",1.352776,103.834525,"American, Italian, Cafe",ATtYBwJH-qHCJvadFGeRm50ioNh1YRiDhTHAGhF6D1uzxndldPuIhZKbPCt64n5rxuk6TpdD7usy8xzkq6dzMW0Ck972J-RIlQCHEqOyyxz-lr3LzCOVNHt9xzsjDXOW9__gXWfiC8rRuYfrfXItDAMg5cb72FwxXEKjRyWd9U8ey0tk8AAW,https://www.google.com/maps/search/?api=1&query=Habitat+Coffee
Hai Tien Lo,"7 Raffles Blvd, Singapore 039595",1.2920744,103.8590389,"Chinese, Seafood, Vegetarian Friendly, Dim Sum",ATtYBwKi2kHqi4k0HMQY8sl7yPkwOZqscyBoXZTlH5OyV-3Oy3Qjq6JzwaBL1uqHm8QZ_60JKKAN3_l1f7hDCl3kNUMJ4uqIkogWiYDXN7g4ZgTb6KPsN5xpE1Zxwb6UCDlneTvquDRmImrKEJnVISDspiDWK9swK5xsJgetWfMXvLdg1YFR,https://www.google.com/maps/search/?api=1&query=Hai+Tien+Lo
Hair of the Dog,"2 Handy Rd, #01-11/12, Singapore 229233",1.2993784,103.8478027,French,ATtYBwIt30u2kcdjtubdScHgV2d-bSitRwsfC2NUsUvtS3alTTSJa1FqsXd1mDzS7zypI8XdvnGW4x0KWImGyYI_V23iMBOvbb6ps-R5BnTYb5e_4H6S-PeqmT0RRixk3BG8AGE1ewVeh_LyR0SAleO8YYyTaYjygjKLmtU-5oOcAvyWkddY,https://www.google.com/maps/search/?api=1&query=Hair+of+the+Dog
Halcyon & Crane,"290 Orchard Rd, #03-09 The Paragon, Singapore 238859",1.3038376,103.8352295,"Bar, Modern European, Chinese, Australian, Fusion, International, Vegetarian Friendly, Cafe",ATtYBwKWkNqmo0N7fK3Ljj6J-c3V4UfUbG_p5ccr8Z3XawusqEIlQkCSOMFCb-TkMwW_k8NL2m_pUOkxTqsfYNDM8yI5uZ1zo14WCdXfVIiLE-ZfXAvwzphnSstF69TvOwmIcD5lFXdyGIyNXLVNaNryEuJOYAWoCCzcfUtFDVh1XJ5ulahD,https://www.google.com/maps/search/?api=1&query=Halcyon+%26+Crane
Haldhi Restaurant and Bar,"61 Boat Quay, Singapore 049849",1.2875589,103.8493187,"Bar, Indian, Vegetarian Friendly, BBQ, Vegetarian",ATtYBwKBzsbT3TYwT1LztAcAeM1FmFxvkhvEb_GvOmQ5jRHkSf6dhzaktxG1f3g2wmwY7QhW8G6TKIOr22icHWUxIfGCqpW_3AcnEsdfVlNr0mptjIJXLdFZAEyj5dTN41PvtgF3I_jjbILFxgIQc68_ohRQEwX-AyvORB-pUln0enCp45Qm,https://www.google.com/maps/search/?api=1&query=Haldhi+Restaurant+and+Bar
The Halia at Singapore Botanic Gardens,"1 Cluny Rd, Ginger Garden Singapore Botanic Gardens, Singapore 259569",1.3113472,103.8149796,"Fusion, Vegetarian Friendly, Halal Certified",ATtYBwJ827BMD4JhSDvnI7z97vbdDnDVfgR3dzzPehQ_mRsT0E33E5vZvvV36NSiZbGL9hch2RqzHAjY8fZ9jlLraLAvhMFjUV0iHCp_uNcSQ7CLo6i3qeTJ1tzam98sv0lmOIpr7etgNqimr5GuS99g4tcrKGI-3LhWBTYn7MtBCoyGAysA,https://www.google.com/maps/search/?api=1&query=The+Halia+at+Singapore+Botanic+Gardens
Hana Restaurant,"583 Orchard Road, Forum The Shopping Mall, #01-17, Singapore 238884",1.3061111,103.8286111,Japanese,ATtYBwLXRrUCe0trdq9CEp8mxHmXFZh1sYPg9aZOv0KSXkmgSoFoZJqUzupQUrkWtsGbyqBpAH19yEW6qvKmL0T_1SLQgKKTXutRoI9EzM8gn5d5sk6tqvkeIgIxRPhxHPlPCF6oRmcRAw_7pv_hGpSgRhAbmlUDAtpU9hPgiKaeGXXf6-qE,https://www.google.com/maps/search/?api=1&query=Hana+Restaurant
Hanashizuku Japanese Cuisine,"5 Koek Rd, #02-01 Cuppage Plaza, Singapore 228796",1.3018423,103.8407889,Japanese,ATtYBwIPCw6UJzrXZV74z8O4lTFsccPqlYjDCZ8SGQF5A-rZAwsceFVLKGyZizzXA_J_NcDayRquMsGJZS4cj6TNiTDu70OF37uAEFirQaLfXZT1GdYcQ1XKd_bLl6qfX1k71WEuWLOwWD5E_M0gy9fgQDd5pvHG4SMie_GBQeTZTnbwWGSS,https://www.google.com/maps/search/?api=1&query=Hanashizuku+Japanese+Cuisine
Handlebar @ Gillman Barracks,"10 Lock Rd, Singapore 108938",1.2787242,103.8043905,"American, Bar",ATtYBwKkPtLOITPo_XdwCy1gwynOYJsK_x1Lob_iTwQOxROG_OS5vVPN8S4iZqpyiPN9z5sfMKMQWIit3_nxrh9QKIAd_k3IfZeMc-gPFXM8nBi-cJ4IEBV_IqfqYnA8JXRCMvn5O4XKQ3VYlplLhd-UI4DD5t0-G9rDyj_IoCFfzf9hyzU,https://www.google.com/maps/search/?api=1&query=Handlebar+%40+Gillman+Barracks
HANS IM GLÜCK German Burgergrill (Boat Quay),"Boat Quay, 71, Singapore 049860",1.2880225,103.8493556,"Bar, Vegetarian Friendly, German, Burgers",ATtYBwIG8Hl7NDgYnQmDUMUfwiIYcSc67CIINRfB5Io0_u0OgBW2lkGNJARopFggWa3_I_DdnbC57jBZbj5gTTKB_iwwo9btndI2NlOErRAi-qkwgkURgUTCNhuSyHcpNP-MzRgwE7XfTd_O9zSTon1PIlbq1OJSTdAyxsh1bix0DggLvIyY,https://www.google.com/maps/search/?api=1&query=HANS+IM+GL%C3%9CCK+German+Burgergrill+%28Boat+Quay%29
HANS IM GLÜCK German Burgergrill (Orchard),"362 Orchard Rd, International Building, Singapore 238887",1.305891,103.8304798,"Bar, Vegetarian Friendly, German, Burgers",ATtYBwIQMbcunBxhknVaZWJoks75OwLjlmXNtcQI2rfPQZml2vcTZl34ahHq6ZkF_tQ5bKiOBSX-p9tR8Zf5LfDhZkgQ5zQYjvGjKRT2EFyUVX27HChM4PTwpdYHuiE95pSs5_YN2NCgLpA2YmhS79x8eAPCNR49C7KH6zqwBt4Vsknv5etp,https://www.google.com/maps/search/?api=1&query=HANS+IM+GL%C3%9CCK+German+Burgergrill+%28Orchard%29
HANS IM GLÜCK German Burgergrill (Raffles Place),"09 Raffles Place, Singapore 048619",1.2828635,103.8507687,"Bar, Vegetarian Friendly, German, Burgers",ATtYBwITxbHQ9KFqLbhl2kD3I5mj2jhuf1ASNk_hI1mi5ByE3sL85dk88bTiAvALIRuxz3bJuwwBWNb7MFXKmOp-BTHA554sedFZxaJpqdp-LFgvHf9dc4WZt0bawwhHg4uCX7c_yasHf2ToOl5RnJ2YnSjv2n2DYki_muWBmsePw0c6gZWv,https://www.google.com/maps/search/?api=1&query=HANS+IM+GL%C3%9CCK+German+Burgergrill+%28Raffles+Place%29
HANS IM GLÜCK German Burgergrill (VivoCity),"1 Harbourfront Walk, #01-57 Vivo City, Singapore 098585",1.2633512,103.8232553,"Bar, German, Burgers",ATtYBwL2xm_WMy44FGICRDDBDJB9uuNtye5a5nF8iruayhFIUc8BIoKkZrtaIvaJgW8br5ISDEVVN0g1q-YoMWxNqGPprSn6JhwtqLv_u7990dOR-8RKLq_7JOpnhqXccDna_LcGTUjFl3NqLd05x9-_0Cp27PGG4f-eVIq10tOC88T4KxtN,https://www.google.com/maps/search/?api=1&query=HANS+IM+GL%C3%9CCK+German+Burgergrill+%28VivoCity%29
Happiness Seafood by Uncle Leong Signatures,"848 Yishun Street 81, #01-122, Singapore 760848",1.4148695,103.8377431,"Chinese, Seafood, Zi Char",ATtYBwKXvUXqyg95Z9yqiEriGspQoMWsBEpX7XF9EsheYPfnLO703Y-gZTYrXriBDrxDT7Mt5sxi9-jNW2Mp-W_MQeCgMx-6-XtH0ZKR7aoDt3JIIvXBRkSirm5Sz6d8CiH4obfrfJAth-kOINepgVCAi51eZ3fl8yb4oh8xYtdNRbt8dzrj,https://www.google.com/maps/search/?api=1&query=Happiness+Seafood+by+Uncle+Leong+Signatures
Happy Dining Seafood 喜来聚海鲜,"50 Temple St, Singapore 058595",1.2833282,103.8436738,"Chinese, Seafood, Vegetarian Friendly, Local, BBQ",ATtYBwILCIVPXfBzU39YcSrnImCofxMIdNQrgwqvTp702s7WqWabwyzq6bHAiN9VOOEKtdgGdkSLMY7991ETHyphuidOnRfpSaUn3E0y5-QA1mxoQMGncUGhBmvgaJOGfEk3vsqMg9AvsIU6AhREd56wqYlqUhfNmHzandbwTo8K8Zf0IgI6,https://www.google.com/maps/search/?api=1&query=Happy+Dining+Seafood+%E5%96%9C%E6%9D%A5%E8%81%9A%E6%B5%B7%E9%B2%9C
Hard Rock Cafe (Cuscaden),"50 Cuscaden Rd, Singapore 249724",1.3057877,103.8281295,"American, Bar, Burgers",ATtYBwJxuk1Kh0uyWnfDp3g3u8LfeDUx7Je02678tCZEy72YZzpozJzACO4k77SNQgO6hrjO6dVMTIHykSuM8W3EF--GnjHTW565soJHissHQFAl-jB5yNDkp-JnPqe3bJd05geSouzxdnyMLt6N7FUrdOA-puRHR7ax1csP7t3qpRY1AwWP,https://www.google.com/maps/search/?api=1&query=Hard+Rock+Cafe+%28Cuscaden%29
Hard Rock Cafe (Sentosa),"26 Sentosa Gateway, Resorts World Sentosa #01-209, The Forum, Singapore 098138",1.2570562,103.8199797,"American, Bar, Cafe, Burgers, BBQ",ATtYBwJSO2zDRApIZmdkQ11evAzIMKwyRI23jjzLqCwz5My8UUDt9ryUJY76Yi_nSuXXRNtXIln8Mr_e93Zg5d2Q2dmalfmu5wTc5AMygHIoM_TMNfZpCpv3SUtfwZbch35X8_adHPqxBH51wxbYe6_rrN9ZgzZQ9z1DAWRanI3Vqg4Wo31d,https://www.google.com/maps/search/?api=1&query=Hard+Rock+Cafe+%28Sentosa%29
Harry's (18 Tai Seng),"18 Tai Seng Street #01-23/24/25 & #01-K4, Singapore 539775",1.3363233,103.8892129,"American, Bar, Pizza, Burgers",ATtYBwKfX3IoZV32BuYrZLbjc5aI62vNKfpR3CUCsBNmk9DuPzo_faPgAxi380OMxIo7QImfyvQaq9OmXwQJ5ZLuYSBQC5qpkwTaHW5JPg8XhNvJE7uuIeXaJrs5wvhTfHLezv7XaoZcl-uC4GfTxiDh6jMe40BYqAOPrihCYdxfiIOceYQc,https://www.google.com/maps/search/?api=1&query=Harry%27s+%2818+Tai+Seng%29
Harry's (Angullia Park),"545 Orchard Rd, #01-01/02 Far East Shopping Centre, Singapore 238882",1.3053276,103.8301151,"American, Bar, Pizza, Burgers",ATtYBwLW_cWb5oYRiURGIic3QRQOOw9pF_M7AErAW1ZzAt88GqhoPPSU2P2W_XCj5Twrr8mtbNe6Slob1c7pYS5JVrLglDbH3O9PlOqpMucJWJH2aSpUVd5OgSxloNMKDJ1gEENbylcORgw5Bo7Ixge2-_akL5w6Dral0MdXHjtbZkHs-BU,https://www.google.com/maps/search/?api=1&query=Harry%27s+%28Angullia+Park%29
Harry's (Boat Quay),"28 Boat Quay, Singapore 049818",1.2859785,103.849949,"American, Bar, Pizza, Burgers",ATtYBwJgmWKhX3U-zcIFSkZIG9cvOqtPm4z3kJ1YE3ZnyVMh3_VzpfXCtIsc_5NN-6kqH6HS3WKZi5tr7LrRxy4Z3096ekD_OgmPv0nBDqnI5EA05ufUSOrIGjrW5RYnHf5g9UI6az2P94VHC-KLgr4HB0vkjazdRH_cYziYTUpJfEwGLUVh,https://www.google.com/maps/search/?api=1&query=Harry%27s+%28Boat+Quay%29
Harry's (Changi Village),"1 Netheravon Rd, #01-04/05 Village Hotel Changi, Singapore 508502",1.3904345,103.9861364,"American, Bar, Pizza, Burgers",ATtYBwLk1DsKvJvDtj1vs161_xMIUnUrwyp0TNehF7pEfSwVOIOZdJsFXt_TuEMCTbEIK0v7AXNXJVptxV7OyazL25F2WjCqSi91X72_hmpCwHMrWQfQyt5FN7VgExEZn46eXVeyDHgwNCTzQyyZuq36KARv95u5ZcOHrgo7xNlfnT9a49h9,https://www.google.com/maps/search/?api=1&query=Harry%27s+%28Changi+Village%29
Harry's (CHIJMES),"30 Victoria St, #01-14, Singapore 187996",1.294692,103.8526249,"American, Bar, Pizza, Burgers",ATtYBwIek7y7KlkKdObggoUn9IdJdnfMcBrOqELcju1fVa-vGUL5iiyZwRgwqZvI9niskOiUZFNOwe6QDu_9dkoZ_WQZheU9-jl_4IFmVb1wpSUr4HRGDjau3sXGFWPGxNNqB3sYqSkoWG3pl8CwdAfoUjkzJcjsWA503XLaoNxsCo3N28IF,https://www.google.com/maps/search/?api=1&query=Harry%27s+%28CHIJMES%29
Harry's (China Square Central),"18 Cross St, Singapore 048423",1.2836335,103.8469622,"American, Bar, Pizza, Burgers",ATtYBwL2hBjmyhkY5NoKhaRXOjPD5g0rtsygc19Y_7JI-w7hR_8q9ifNkKHDl1HIq2OsUfIu6YdWnr3AfJcjPy_ivQ5SW1d6SQ_vQclIRQ2nmMMuk2E5iShTYr9LK_lCE8c6RqffFuBbA1Q3-AKw85k4RDo9lOZNmHKhZnX2FObKlShUzQ6s,https://www.google.com/maps/search/?api=1&query=Harry%27s+%28China+Square+Central%29
Harry's (Clarke Quay),"3D River Valley Road, #01-01 Clarke Quay, Singapore 179023",1.2900332,103.8454485,"American, Bar, Pizza, Burgers",ATtYBwKaFJEUXfeWs_VbOrns10Z5mnjQeyl0PUN7kMO9G1-9rgoqspZ5qWFpgMA_tpmgs8m97cdVA_t7_ZijC8xb6WuHN-cpYcUJABmAVz9qKRvQUx8q5Lid47gXQV6E5fmRwRjKH6SPbmD5M6_DPOMLVN6vUALRF_ON6OJH2JAvbFbVaR9v,https://www.google.com/maps/search/?api=1&query=Harry%27s+%28Clarke+Quay%29
Harry's (Cuppage),"17/19 Cuppage Rd, Cuppage Terrace, Singapore 229450",1.301777,103.8402526,"American, Bar, Pizza, Burgers",ATtYBwKMhqZxiXKGvJosUZtZmFbMQxkW26vTg_-6xMBgOkJk2WlVHahxL2SXfpnhdcwXFBEdVbQb97kDyMwyoBqFBjGaueFQVyojefislsj1GUPsWaGlArFY8yJhXe9ciW3ePjLh7YK0cqPm3MHtlsUSlW3EFcsc4hI_eog3i5l_6Xp42zec,https://www.google.com/maps/search/?api=1&query=Harry%27s+%28Cuppage%29
Harry's (Dempsey Hill),"Blk, 11 Dempsey Rd, #01-17A, Singapore 249673",1.3041967,103.8100139,"American, Bar, Pizza, Burgers",ATtYBwLEQtSYDGehnb_UPj_9k26KGirZYH16hww5HVTFNzX14_Jt_LDbd9vaUmSZhY8PT9CAO1WQ_Pz-RFH-qk_OTH8BMbG0_fw6uGsZOVluUw01q3WsGTfgTizyTvEeJQSBcMH0uv6Tnv31-7cGEDBCE_1lSh2K4a7_Ko35Ej7Na9uariI,https://www.google.com/maps/search/?api=1&query=Harry%27s+%28Dempsey+Hill%29
Harry's (Esplanade),"8 Raffles Ave, 01 - 05 / 07, Singapore 039802",1.28967,103.8562856,"American, Bar, Pizza, Burgers",ATtYBwIVjr2PBBECgjygdM-6X3YU-wECuq7GUuGkXUfgsKB1RCApj614S-auu6iA1xLfVMk8uCYixRzDL2LQedIxQnUan1KCnH2Nj8lAkHalJEY3URKRSZFwIATHlUFTYRAGgVO17KshtSpSIpvhVjvXFWfspEaH0Ew_3kYWV61kQV68l1hn,https://www.google.com/maps/search/?api=1&query=Harry%27s+%28Esplanade%29
